,review_id,course_id,course_name
210,8054,1329,[POLS W4220] Mass Media and American Politics
211,8055,2453,[BC3012] Economics of Education
212,8056,2594,[BC3039] Environmental and Natural Resource Economics
213,8057,1327,[ENGL BC3141] Major English Texts I
214,8059,2630,[W2001] Environmental Biology
215,8060,1123,[W3211] Intermediate Microeconomics
216,8061,2632,[MATH W1003] College Algebra - Analytic Geometry (Precalculus)
217,8062,399,[AFCV C1020] African Civilization
218,8063,2620,[HIST W3594] America since 1973
219,8064,2633,Math v1102 section 3
220,8066,1252,Intro to Feminist Theory
221,8067,1947,[CLME W4031] Cinema and Society in Asia and Africa
222,8068,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
223,8069,2634,[COMS W4160] Computer Graphics
224,8071,2398,[MDES G6020] Colonialism
225,8072.0,,
226,8073,3379,[C1010] University Writing
227,8074,2640,[APMA 4200] Partial Differential Equations I
228,8075,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
229,8078,2448,[HIST W3628] History of the State of Israel
230,8079,1894,Statistics/Methods
231,8081,745,[BIOL W3006] General Physiology
232,8083,1473,Chromatic Harmony and Counterpoint
233,8084,2637,[HIST W3800] Gandhi's India
234,8087,2344,[PSYC BC1123] Psychology of Personality (w/ or w/o lab)
235,8088,992,[BIOL C2006] Introduction to Molecular and Cellular Biology II
236,8089,4642,[BIOL W2501] Contemporary Biology Laboratory
237,8090,2437,General Chemistry Lab
238,8091,171,Jazz and American Culture
239,8092.0,,
240,8093,1459,[C1403] General Chemistry I
241,8094,2640,[APMA 4200] Partial Differential Equations I
242,8095,1621,Public Speaking
243,8096,137,[HUMA W1121] Masterpieces of Western Art (Art Humanities)
244,8097,310,[W3001] Structure and Style I
245,8098,3545,[C1101] Contemporary Civilization
246,8100,1055,Renaissance Drama
247,8101,2641,Intro to History and Theory of Film
248,8102,1362,[ENGL W4501] Modern British Literature I
249,8103,1777,Modern Drama I
250,8104,3545,[C1101] Contemporary Civilization
251,8106,2154,Dinosaurs and the History of Life
252,8107,3459,[BIOL W3004] Neurobiology I: Cellular & Molecular
253,8108,2643,[W2257] Global Economy
254,8109,5468,[HSEA W3863] The History of Modern Korea
255,8110,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
256,8111,102,[POLS V1601] Introduction to International Politics
257,8112,3379,[C1010] University Writing
258,8113,2645,Spanish
259,8114,2646,Imitiation and Creation; Renaissance Coloqium
260,8115,946,Probability and statistics
261,8116,2583,[ENGL W3261] English Literature to 1500
262,8117,3545,[C1101] Contemporary Civilization
263,8118,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
264,8119,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
265,8120,5179,[FREN W1202] Intermediate French II
266,8121,2613,[PSYC BC3376] Infant Development
267,8122,290,Advanced Grammar and Composition
268,8123,3463,[PSYC W1450] Experimental Psych: Social Cognition and Emotion
269,8124,153,[W1111] Introduction to Statistics (A)
270,8125,2368,[HIST W4322] German History 1914-1989
271,8127,2650,Women & Film
272,8128,2651,AA Poetry
273,8129,230,[ENGL W3269] British Literature 1900-1950
274,8130,1123,[W3211] Intermediate Microeconomics
275,8131,687,[POLS W3399] The Supreme Court and American Politics
276,8132,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
277,8133,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
278,8134,3633,[W3213] Intermediate Macroeconomics 
279,8135,2629,[BIOC W4512] Molecular Biology
280,8136.0,,
281,8137,282,[C3444] Organic Chemistry II
282,8138,714,third year conversation
283,8139,3379,[C1010] University Writing
284,8140,2652,Pre-hispanic societies
285,8142,2283,[E1102] Art of Engineering (Gateway Lab)
286,8143,2654,The American Family Play
287,8144,1519,[PSYC BC1108] Perception
288,8145,2655,Junior Colloquium: The Enlightenment
289,8146,1570,[HIST BC3861] Chinese Cultural History
290,8147,1504,[ANTH V3525] Introduction to South Asian History and Culture
291,8148,73,[MATH V1101] Calculus I
292,8149,2656,[HIST W3726] 20th Century South African History
293,8153,2658,Advanced Seminar in Language Development
294,8154,3379,[C1010] University Writing
295,8155,2659,"International Film History (1930-60), International Film History (1960-90), Auteur Study-- Billy Wilder, Writing Film Criticism"
296,8156,1582,[FYSB BC1156/69] First Year Seminar: Legacy of the Mediterranean I
297,8157,1662,Modern V
298,8159,4531,[HIST BC1101] Intro to European History: Renaissance to French Revolution 1500-1789
299,8160.0,,
300,8161,1633,[HIST W3441] Making of the Modern American Landscape
301,8162,91,Senior Seminar
302,8164,2661,Scene Design
303,8167,5120,[FREN W1102] Elementary French II
304,8171,1069,Rehearsal and Performance
305,8172,2661,Scene Design
306,8174,4453,[ECON W2261] Introduction to Accounting and Finance
307,8177,1405,[HIST W3722] America and the Muslim World
308,8178,2663,Bodies and Spaces Over Time: America's Obesity Problem After 1945
309,8183,2665,TA
310,8184,1205,Environmental Science
311,8187,2652,Pre-hispanic societies
312,8188,130,Latin American Lit/Culture
313,8192,2459,Acting Chinese Opera
314,8193,2669,Acting Puppets and Mask
315,8198,3379,[C1010] University Writing
316,8200,2664,[POLS W3027] Liberalism and Communitarianism
317,8201,2249,[HIST W3360] Britain since 1867
318,8203,2666,"French Rapid Reading and Translation, Spring 2003"
319,8208,924,[PSYC BC1001] Intro to Psychology
320,8210,307,German V1101
321,8212,5467,[CHNS C1222] Intermediate Chinese II (W)
322,8213,2797,[POLS W1201] Introduction to American Politics
323,8215,2674,The Earth System: Climate
